match_id,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1910,1996-01-31,Saudi Arabia,Kyrgyzstan,2.0,0.0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,False
1911,1996-01-31,South Africa,Ghana,3.0,0.0,African Cup of Nations,Johannesburg,South Africa,False
1912,1996-01-31,Zambia,Tunisia,2.0,4.0,African Cup of Nations,Durban,South Africa,True
1913,1996-02-01,Hong Kong,Macau,4.0,1.0,AFC Asian Cup qualification,Victoria,Hong Kong,False
1914,1996-02-01,Philippines,U.S. Virgin Islands,0.0,7.0,AFC Asian Cup qualification,Victoria,Hong Kong,True
1915,1996-02-02,Kyrgyzstan,Yemen,3.0,1.0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,True
1916,1996-02-02,Venezuela,Ecuador,0.0,1.0,Friendly,Caracas,Venezuela,False
1917,1996-02-03,South Africa,Tunisia,2.0,0.0,African Cup of Nations,Johannesburg,South Africa,False
1918,1996-02-03,Zambia,Ghana,1.0,0.0,African Cup of Nations,Johannesburg,South Africa,True
1919,1996-02-04,Bolivia,Chile,1.0,1.0,Friendly,Cochabamba,Bolivia,False
1920,1996-02-04,Hong Kong,U.S. Virgin Islands,0.0,2.0,AFC Asian Cup qualification,Victoria,Hong Kong,False
1921,1996-02-04,Macau,Philippines,5.0,1.0,AFC Asian Cup qualification,Victoria,Hong Kong,True
1922,1996-02-04,Saudi Arabia,Yemen,1.0,0.0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,False
1923,1996-02-07,Chile,Mexico,2.0,1.0,Friendly,Viña del Mar,Chile,False
1924,1996-02-07,Iceland,Slovenia,1.0,7.0,Malta International Tournament,Attard,Malta,True
1925,1996-02-07,Malta,Russia,0.0,2.0,Malta International Tournament,Attard,Malta,False
1926,1996-02-07,Morocco,Luxembourg,2.0,0.0,Friendly,Rabat,Morocco,False
1927,1996-02-07,Spain,Norway,1.0,0.0,Friendly,Las Palmas,Spain,False
1928,1996-02-09,Iceland,Russia,0.0,3.0,Malta International Tournament,Attard,Malta,True
1929,1996-02-09,Malta,Slovenia,0.0,0.0,Malta International Tournament,Attard,Malta,False
1930,1996-02-09,Thailand,Finland,1.0,0.0,King's Cup,Bangkok,Thailand,False
1931,1996-02-10,Australia,Japan,1.0,4.0,Friendly,Wollongong,Australia,False
1932,1996-02-11,Lebanon,Ecuador,1.0,0.0,Friendly,Bourj Hammoud,Lebanon,False
1933,1996-02-11,Malta,Iceland,1.0,4.0,Malta International Tournament,Attard,Malta,False
1934,1996-02-11,Peru,Bolivia,1.0,3.0,Friendly,Lima,Peru,False
1935,1996-02-11,Russia,Slovenia,3.0,1.0,Malta International Tournament,Attard,Malta,True
1936,1996-02-14,Australia,Japan,3.0,0.0,Friendly,Melbourne,Australia,False
1937,1996-02-14,Bolivia,Paraguay,4.0,1.0,Friendly,Sucre,Bolivia,False
1938,1996-02-14,Chile,Peru,4.0,0.0,Friendly,Coquimbo,Chile,False
1939,1996-02-14,Turkey,Belarus,3.0,2.0,Friendly,İzmir,Turkey,False
1940,1996-02-16,Azerbaijan,Estonia,0.0,0.0,Friendly,Larnaca,Cyprus,True
1941,1996-02-16,Oman,Ecuador,0.0,2.0,Friendly,Doha,Qatar,True
1942,1996-02-16,Thailand,Finland,5.0,2.0,King's Cup,Bangkok,Thailand,False
1943,1996-02-18,Qatar,Ecuador,1.0,1.0,Friendly,Doha,Qatar,False
1944,1996-02-19,Japan,Poland,5.0,0.0,Lunar New Year Cup,So Kon Po,Hong Kong,True
1945,1996-02-20,Cyprus,Estonia,1.0,0.0,Friendly,Limassol,Cyprus,False
1946,1996-02-21,France,Greece,3.0,1.0,Friendly,Nîmes,France,False
1947,1996-02-21,Israel,Lithuania,4.0,2.0,Friendly,Haifa,Israel,False
1948,1996-02-21,Portugal,Germany,1.0,2.0,Friendly,Porto,Portugal,False
1949,1996-02-22,Japan,Sweden,1.0,1.0,Lunar New Year Cup,So Kon Po,Hong Kong,True
1950,1996-02-23,Kuwait,Ecuador,0.0,3.0,Friendly,Kuwait City,Kuwait,False
1951,1996-02-23,Thailand,Indonesia,4.0,1.0,Friendly,Bangkok,Thailand,False
1952,1996-02-24,Estonia,Faroe Islands,2.0,2.0,Friendly,Púla,Cyprus,True
1953,1996-02-24,Kuwait,Oman,1.0,0.0,Friendly,Kuwait City,Kuwait,False
1954,1996-02-25,Australia,Sweden,0.0,2.0,Friendly,Brisbane,Australia,False
1955,1996-02-25,Qatar,Ecuador,1.0,2.0,Friendly,Doha,Qatar,False
1956,1996-02-27,Azerbaijan,Faroe Islands,3.0,0.0,Friendly,Larnaca,Cyprus,True
1957,1996-02-28,Australia,Sweden,0.0,0.0,Friendly,Sydney,Australia,False
1958,1996-02-28,Croatia,Poland,2.0,1.0,Friendly,Rijeka,Croatia,False
1959,1996-03-02,Malaysia,Indonesia,1.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1960,1996-03-02,Oman,Kuwait,0.0,3.0,Friendly,Muscat,Oman,False
1961,1996-03-03,Jamaica,Guatemala,2.0,0.0,Friendly,Kingston,Jamaica,False
1962,1996-03-04,Indonesia,India,7.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
1963,1996-03-05,Syria,Kuwait,0.0,2.0,Friendly,Damascus,Syria,False
1964,1996-03-06,Colombia,Honduras,2.0,1.0,Friendly,Miami,United States,True
1965,1996-03-06,Malaysia,India,5.0,2.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1966,1996-03-06,Trinidad and Tobago,Haiti,2.0,0.0,Friendly,Miami,United States,True
1967,1996-03-07,Bolivia,Peru,2.0,0.0,Friendly,Santa Cruz,Bolivia,False
1968,1996-03-10,Dominica,Antigua and Barbuda,3.0,3.0,FIFA World Cup qualification,Roseau,Dominica,False
1969,1996-03-10,Turkmenistan,Kuwait,2.0,2.0,AFC Asian Cup qualification,Ashgabat,Turkmenistan,False
1970,1996-03-12,Cyprus,Latvia,1.0,0.0,Friendly,Larnaca,Cyprus,False
1971,1996-03-13,Croatia,South Korea,3.0,0.0,Friendly,Zagreb,Croatia,False
1972,1996-03-13,Luxembourg,Switzerland,1.0,1.0,Friendly,Luxembourg,Luxembourg,False
1973,1996-03-16,Kuwait,Finland,0.0,1.0,Friendly,Kuwait City,Kuwait,False
1974,1996-03-17,Dominica,Saint Lucia,0.0,1.0,CFU Caribbean Cup qualification,Roseau,Dominica,False
1975,1996-03-19,United Arab Emirates,South Korea,3.0,2.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,False
1976,1996-03-20,Egypt,Morocco,0.0,2.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
1977,1996-03-21,Colombia,Trinidad and Tobago,3.0,0.0,Friendly,Neiva,Colombia,False
1978,1996-03-22,Kuwait,Turkmenistan,2.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
1979,1996-03-22,United Arab Emirates,Egypt,0.0,0.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,False
1980,1996-03-23,Curaçao,Grenada,0.0,1.0,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,True
1981,1996-03-23,South Korea,Morocco,2.0,2.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
1982,1996-03-24,Dominican Republic,Aruba,3.0,2.0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,False
1983,1996-03-25,Egypt,South Korea,1.0,1.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
1984,1996-03-26,Croatia,Israel,2.0,0.0,Friendly,Varaždin,Croatia,False
1985,1996-03-26,Czech Republic,Turkey,3.0,0.0,Friendly,Ostrava,Czech Republic,False
1986,1996-03-26,United Arab Emirates,Morocco,1.0,0.0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,False
1987,1996-03-27,England,Bulgaria,1.0,0.0,Friendly,London,England,False
1988,1996-03-27,Austria,Switzerland,1.0,0.0,Friendly,Vienna,Austria,False
1989,1996-03-27,Belgium,France,0.0,2.0,Friendly,Brussels,Belgium,False
1990,1996-03-27,Brazil,Ghana,8.0,2.0,Friendly,São José do Rio Preto,Brazil,False
1991,1996-03-27,Cyprus,Georgia,0.0,2.0,Friendly,Limassol,Cyprus,False
1992,1996-03-27,Germany,Denmark,2.0,0.0,Friendly,Munich,Germany,False
1993,1996-03-27,Guatemala,Venezuela,3.0,0.0,Friendly,Guatemala,Guatemala,False
1994,1996-03-27,Honduras,Nicaragua,1.0,0.0,Friendly,Danlí,Honduras,False
1995,1996-03-27,Republic of Ireland,Russia,0.0,2.0,Friendly,Dublin,Republic of Ireland,False
1996,1996-03-27,North Macedonia,Malta,1.0,0.0,Friendly,Prilep,North Macedonia,False
1997,1996-03-27,Northern Ireland,Norway,0.0,2.0,Friendly,Belfast,Northern Ireland,False
1998,1996-03-27,Poland,Slovenia,0.0,0.0,Friendly,Łódź,Poland,False
1999,1996-03-27,Portugal,Greece,1.0,0.0,Friendly,Lisbon,Portugal,False
2000,1996-03-27,Scotland,Australia,1.0,0.0,Friendly,Glasgow,Scotland,False
2001,1996-03-27,Slovakia,Belarus,4.0,0.0,Friendly,Nitra,Slovakia,False
2002,1996-03-27,Saint Kitts and Nevis,Anguilla,8.0,0.0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False
2003,1996-03-28,Colombia,Bolivia,4.0,1.0,Friendly,Medellín,Colombia,False
2004,1996-03-29,Guyana,Grenada,1.0,2.0,FIFA World Cup qualification,Georgetown,Guyana,False
2005,1996-03-31,Antigua and Barbuda,Dominica,1.0,3.0,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False
2006,1996-03-31,Aruba,Dominican Republic,1.0,3.0,FIFA World Cup qualification,Oranjestad,Aruba,False
2007,1996-03-31,Suriname,Jamaica,0.0,1.0,FIFA World Cup qualification,Paramaribo,Suriname,False
2008,1996-04-07,Congo,DR Congo,2.0,1.0,Friendly,Brazzaville,Congo,False
2009,1996-04-07,Grenada,Guyana,6.0,0.0,FIFA World Cup qualification,St. George's,Grenada,False
2010,1996-04-09,Azerbaijan,Turkey,0.0,1.0,Friendly,Baku,Azerbaijan,False
2011,1996-04-09,Moldova,Ukraine,2.0,2.0,Friendly,Chișinău,Moldova,False
2012,1996-04-10,Croatia,Hungary,4.0,1.0,Friendly,Osijek,Croatia,False
2013,1996-04-21,Ethiopia,Ghana,2.0,0.0,Friendly,Addis Ababa,Ethiopia,False
2014,1996-04-21,Gambia,Senegal,1.0,2.0,Friendly,Banjul,Gambia,False
2015,1996-04-21,Jamaica,Suriname,1.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,False
2016,1996-04-21,Paraguay,Bosnia and Herzegovina,3.0,0.0,Friendly,Asunción,Paraguay,False
2017,1996-04-21,Qatar,Kuwait,3.0,1.0,Friendly,Doha,Qatar,False
2018,1996-04-21,Saint Lucia,Dominica,1.0,1.0,CFU Caribbean Cup qualification,Castries,Saint Lucia,False
2019,1996-04-24,Argentina,Bolivia,3.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2020,1996-04-24,Belgium,Russia,0.0,0.0,Friendly,Brussels,Belgium,False
2021,1996-04-24,Bosnia and Herzegovina,Albania,0.0,0.0,Friendly,Zenica,Bosnia and Herzegovina,False
2022,1996-04-24,Colombia,Paraguay,1.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2023,1996-04-24,Czech Republic,Republic of Ireland,2.0,0.0,Friendly,Prague,Czech Republic,False
2024,1996-04-24,Denmark,Scotland,2.0,0.0,Friendly,Copenhagen,Denmark,False
2025,1996-04-24,Ecuador,Peru,4.0,1.0,FIFA World Cup qualification,Guayaquil,Ecuador,False
2026,1996-04-24,England,Croatia,0.0,0.0,Friendly,London,England,False
2027,1996-04-24,Estonia,Iceland,0.0,3.0,Friendly,Tallinn,Estonia,False
2028,1996-04-24,Greece,Slovenia,2.0,0.0,FIFA World Cup qualification,Athens,Greece,False
2029,1996-04-24,Hungary,Austria,0.0,2.0,Friendly,Budapest,Hungary,False
2030,1996-04-24,Jamaica,Barbados,2.0,0.0,CFU Caribbean Cup qualification,Kingston,Jamaica,False
2031,1996-04-24,North Macedonia,Liechtenstein,3.0,0.0,FIFA World Cup qualification,Skopje,North Macedonia,False
2032,1996-04-24,Netherlands,Germany,0.0,1.0,Friendly,Rotterdam,Netherlands,False
2033,1996-04-24,Northern Ireland,Sweden,1.0,2.0,Friendly,Belfast,Northern Ireland,False
2034,1996-04-24,Norway,Spain,0.0,0.0,Friendly,Oslo,Norway,False
2035,1996-04-24,Romania,Georgia,5.0,0.0,Friendly,Bucharest,Romania,False
