Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Decompression,Best Lap Time,Number of Laps,Max Temp,Stress Change,Stress Start,Stress End,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cardio,2023-04-30 08:45:04,false,"Cardio","0.00","64","00:15:04","94","119","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:15:04","1","NaN","--","--","--","00:00:00","00:15:04","204","221"
Running,2023-04-26 06:17:57,false,"Santiago de Surco Running","3.16","171","00:17:57","138","150","175","183","5:41","4:41","4","37","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:47.9","4","NaN","--","--","--","00:17:47","00:17:57","214","253"
Cardio,2023-04-25 20:29:53,false,"Cardio","0.00","46","00:11:19","92","129","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:11:19","1","NaN","--","--","--","00:00:00","00:11:19","161","176"
Running,2023-04-24 13:52:02,false,"Santiago de Surco Running","3.13","178","00:17:18","149","162","175","183","5:31","4:44","25","16","1.04","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:38.1","4","NaN","--","--","--","00:17:17","00:17:18","96","204"
Cardio,2023-04-17 15:45:04,false,"Cardio","0.00","59","00:11:41","101","147","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:11:41","1","NaN","--","--","--","00:00:00","00:11:41","167","193"
Cardio,2023-03-30 18:29:59,false,"Cardio","0.00","202","00:38:42","107","153","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:38:42","1","NaN","--","--","--","00:00:00","00:38:42","153","204"
Cardio,2023-03-25 07:12:03,false,"Cardio","0.00","24","00:09:50.9","75","105","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:09:50.9","1","NaN","--","--","--","00:00:00","00:09:50.9","290","300"
Indoor Running,2023-03-24 20:07:18,false,"Indoor Running","0.99","321","00:54:00","118","162","39","241","54:39","3:24","--","--","0.47","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:54:00","1","NaN","--","--","--","00:10:41","00:54:00","--","--"
Cardio,2023-03-23 20:17:43,false,"Cardio","0.00","61","00:12:12","101","144","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:12:12","1","NaN","--","--","--","00:00:00","00:12:12","279","298"
Running,2023-03-17 06:58:02,false,"Santiago de Surco Running","5.30","313","00:30:09","151","169","179","189","5:41","4:56","9","68","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:33.4","6","NaN","--","--","--","00:30:00","00:30:09","266","330"
Cardio,2023-03-15 06:54:52,false,"Cardio","0.00","62","00:15:06","94","114","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:15:06","1","NaN","--","--","--","00:00:00","00:15:06","293","323"
Running,2023-03-14 17:20:56,false,"Santiago de Surco Running","5.16","308","00:30:49","147","167","164","183","5:58","4:21","7","35","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:39.9","6","NaN","--","--","--","00:29:07","00:30:49","310","343"
Cardio,2023-03-12 08:51:07,false,"Cardio","0.00","88","00:18:50","99","119","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:18:50","1","NaN","--","--","--","00:00:00","00:18:50","291","315"
Running,2023-03-11 09:25:09,false,"Santiago de Surco Running","5.14","304","00:29:21","150","167","175","185","5:43","4:57","30","32","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:35.5","6","NaN","--","--","--","00:29:13","00:29:21","296","326"
Cardio,2023-03-10 08:15:46,false,"Cardio","0.00","38","00:12:16","81","126","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:12:16","1","NaN","--","--","--","00:00:00","00:12:16","293","326"
Running,2023-03-09 17:01:49,false,"Santiago de Surco Running","5.01","314","00:29:42","154","166","173","183","5:55","4:59","11","29","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.2","6","NaN","--","--","--","00:29:40","00:29:42","348","373"
Cardio,2023-03-06 20:46:19,false,"Cardio","0.00","57","00:15:14","89","115","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:15:14","1","NaN","--","--","--","00:00:00","00:15:14","254","280"
Cardio,2023-03-05 08:11:42,false,"Cardio","0.00","38","00:15:30","75","103","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:15:30","1","NaN","--","--","--","00:00:00","00:15:30","284","322"
Running,2023-03-04 08:01:04,false,"Santiago de Surco Running","7.28","382","00:40:51","141","159","177","187","5:37","4:54","35","61","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:24.8","8","NaN","--","--","--","00:40:09","00:40:51","295","335"
Cardio,2023-03-01 07:27:51,false,"Cardio","0.00","41","00:13:33","83","105","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:13:33","1","NaN","--","--","--","00:00:00","00:13:33","375","395"
Cardio,2023-02-28 07:57:02,false,"Cardio","0.00","53","00:12:28","95","135","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:12:28","1","NaN","--","--","--","00:00:00","00:12:28","406","439"
Running,2023-02-27 17:25:45,false,"Santiago de Surco Running","7.09","414","00:41:57","151","171","167","193","5:55","4:46","19","88","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:28.1","8","NaN","--","--","--","00:39:22","00:41:57","441","524"
Indoor Running,2023-02-24 20:29:17,false,"Indoor Running","0.67","242","00:36:25","121","148","39","246","54:39","2:54","--","--","0.47","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:36:25","1","NaN","--","--","--","00:06:06","00:36:25","--","--"
Running,2023-02-22 17:38:52,false,"Santiago de Surco Running","5.02","282","00:28:26","148","170","175","185","5:40","4:51","14","37","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.8","6","NaN","--","--","--","00:28:17","00:28:26","468","503"
Cardio,2023-02-22 07:06:07,false,"Cardio","0.00","55","00:14:45","91","108","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:14:45","1","NaN","--","--","--","00:00:00","00:14:45","443","466"
Running,2023-02-21 07:46:13,false,"Santiago de Surco Running","5.02","253","00:27:00","143","162","179","189","5:23","4:27","13","78","1.04","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.3","6","NaN","--","--","--","00:26:51","00:27:00","398","483"
Cardio,2023-02-20 20:23:52,false,"Cardio","0.00","53","00:11:47","98","147","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:11:47","1","NaN","--","--","--","00:00:00","00:11:47","431","456"
Running,2023-02-18 08:15:14,false,"Lurigancho Running","5.02","254","00:29:24","136","156","177","185","5:51","5:05","45","42","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.8","6","NaN","--","--","--","00:28:58","00:33:48","1,039","1,096"
Running,2023-02-17 08:16:01,false,"Santiago de Surco Running","5.04","324","00:28:50","164","187","179","185","5:43","4:59","13","25","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:11.7","6","NaN","--","--","--","00:28:43","00:28:50","442","462"
Running,2023-02-15 07:17:40,false,"Santiago de Surco Running","3.29","181","00:18:36","148","163","180","189","5:39","4:17","5","63","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:15.8","4","NaN","--","--","--","00:18:35","00:18:36","372","437"
Running,2023-02-13 17:14:15,false,"Santiago de Surco Running","8.02","408","00:46:45","144","160","173","187","5:50","4:47","24","45","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.2","9","NaN","--","--","--","00:46:01","00:46:45","418","459"
Running,2023-02-11 09:26:55,false,"Santiago de Surco Running","5.29","319","00:29:56","160","178","180","189","5:40","4:56","19","21","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:25.2","6","NaN","--","--","--","00:29:53","00:33:05","421","441"
Running,2023-02-10 17:55:41,false,"Running","7.11","346","00:37:18","142","163","176","183","5:15","4:53","15","34","1.08","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:31.3","8","NaN","--","--","--","00:37:08","00:37:18","435","460"
Running,2023-02-08 17:35:41,false,"San Borja Running","10.12","608","00:58:18","157","177","178","194","5:46","4:30","43","67","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:39.8","11","NaN","--","--","--","00:57:55","00:58:18","107","458"
Running,2023-02-04 07:40:24,false,"Mancora Running","5.24","316","00:31:50","149","170","179","189","6:04","5:19","2","28","0.92","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:15.1","6","NaN","--","--","--","00:31:41","00:31:50","-207","-15"
Running,2023-02-02 06:33:44,false,"Mancora Running","4.82","273","00:27:20","149","167","180","190","5:40","4:35","7","33","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:04:12.6","5","NaN","--","--","--","00:27:11","00:27:20","-227","-196"
Running,2023-02-01 06:08:47,false,"Santiago de Surco Running","6.19","350","00:35:07","149","173","182","189","5:40","4:29","7","39","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:53.0","7","NaN","--","--","--","00:35:01","00:35:07","-90","-55"
Running,2023-01-31 06:22:12,false,"Santiago de Surco Running","13.02","796","01:17:06","155","179","178","187","5:55","4:35","51","72","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:05.1","14","NaN","--","--","--","01:16:45","01:17:06","-92","-56"
Running,2023-01-29 09:42:23,false,"Asia Running","10.02","628","00:56:48","163","181","180","187","5:40","4:19","41","44","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.2","11","NaN","--","--","--","00:56:46","00:56:48","-211","-189"
Running,2023-01-28 09:51:09,false,"Asia Running","5.37","316","00:30:01","155","180","180","189","5:36","4:19","26","42","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:54.3","6","NaN","--","--","--","00:29:52","00:30:01","-232","-204"
Running,2023-01-27 16:14:31,false,"Asia Running","8.03","474","00:46:20","151","170","178","185","5:46","4:52","11","31","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:07.8","9","NaN","--","--","--","00:46:11","00:46:20","-192","-166"
Running,2023-01-24 07:54:39,false,"Santiago de Surco Running","5.02","301","00:29:13","153","169","179","185","5:49","4:45","19","75","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.5","6","NaN","--","--","--","00:29:04","00:29:13","57","121"
Running,2023-01-23 17:27:46,false,"Santiago de Surco Running","6.46","382","00:37:29","151","169","172","193","5:48","4:24","24","46","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:05.2","7","NaN","--","--","--","00:36:14","00:37:29","128","161"
Running,2023-01-20 16:40:00,false,"Santiago de Surco Running","8.03","501","00:45:31","161","175","180","187","5:40","4:28","28","47","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:08.8","9","NaN","--","--","--","00:45:29","00:45:31","142","187"
Running,2023-01-19 07:50:23,false,"Santiago de Surco Running","5.02","301","00:28:36","153","171","181","189","5:42","4:40","11","37","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:05.0","6","NaN","--","--","--","00:28:28","00:28:36","153","185"
Running,2023-01-16 07:51:25,false,"Asia Running","5.38","326","00:31:43","152","162","179","185","5:53","5:00","11","36","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:57.1","6","NaN","--","--","--","00:31:34","00:31:43","-37","25"
Running,2023-01-15 08:33:25,false,"Asia Running","5.02","299","00:29:13","149","182","179","186","5:49","4:51","14","32","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:05.3","6","NaN","--","--","--","00:29:03","00:29:13","-55","-33"
Running,2023-01-14 07:04:51,false,"Asia Running","7.02","425","00:40:42","152","171","180","208","5:48","4:50","20","49","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:05.6","8","NaN","--","--","--","00:40:38","00:40:42","-61","-24"
Indoor Running,2023-01-12 20:12:28,false,"Pichanga","0.62","403","00:54:42","129","158","27","247","--","3:16","--","--","0.43","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:54:42","1","NaN","--","--","--","00:08:33","00:54:42","--","--"
Running,2023-01-11 17:32:34,false,"Santiago de Surco Running","6.02","366","00:34:47","153","170","173","185","5:47","4:29","18","47","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.4","7","NaN","--","--","--","00:34:07","00:34:47","114","148"
Running,2023-01-10 17:26:16,false,"Santiago de Surco Running","4.19","256","00:24:49","152","166","178","189","5:56","4:28","13","34","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:50.9","5","NaN","--","--","--","00:24:43","00:24:49","165","194"
Running,2023-01-09 07:18:00,false,"Carrera de Lunes","5.07","301","00:30:04","--","--","180","--","5:56","5:14","10","11","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:30:04","1","NaN","--","--","--","00:NaN:NaN","00:30:04","--","--"
Running,2023-01-08 07:23:10,false,"Asia Running","5.03","298","00:30:20","147","161","179","185","6:02","5:19","6","32","0.93","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:09.2","6","NaN","--","--","--","00:30:15","00:30:20","-17","17"
Running,2023-01-07 07:45:54,false,"Asia Running","6.09","352","00:35:17","147","164","183","191","5:48","5:16","18","38","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:26.4","7","NaN","--","--","--","00:35:11","00:35:17","-60","-14"
Running,2023-01-06 18:19:18,false,"Asia Running","5.02","296","00:29:17","149","166","177","185","5:50","4:59","5","25","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:06.1","6","NaN","--","--","--","00:29:12","00:30:25","-51","-22"
Indoor Running,2023-01-04 22:05:34,false,"Pichanga - Fulbito","0.93","405","00:59:43","127","157","38","247","--","3:14","--","--","0.41","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:59:43","1","NaN","--","--","--","00:12:06","00:59:43","--","--"
Running,2023-01-04 17:06:01,false,"Santiago de Surco Running","3.38","216","00:21:13","150","162","177","186","6:16","5:30","17","21","0.90","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:15.7","4","NaN","--","--","--","00:21:03","00:21:13","92","108"
Running,2023-01-02 16:46:41,false,"Santiago de Surco Running","4.21","220","00:24:20","135","162","178","187","5:47","4:47","7","30","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:01.3","5","NaN","--","--","--","00:24:19","00:24:20","122","155"
Running,2022-12-31 08:17:47,false,"Asia Running","5.02","268","00:28:07","141","158","183","191","5:36","5:05","15","27","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:06.9","6","NaN","--","--","--","00:28:05","00:28:07","-213","33"
Running,2022-12-30 17:10:41,false,"Asia Running","3.16","168","00:17:09","145","164","178","191","5:26","3:45","4","9","1.03","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:35.0","4","NaN","--","--","--","00:17:05","00:17:09","-213","-199"
Running,2022-12-28 08:03:02,false,"Santiago de Surco Running","3.06","160","00:17:14","138","153","180","187","5:37","4:45","7","21","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:15.9","4","NaN","--","--","--","00:17:14","00:17:14","-105","-85"
Running,2022-12-27 06:56:59,false,"Running","3.06","168","00:16:32","149","171","178","189","5:24","5:13","2","28","1.04","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:17.8","4","NaN","--","--","--","00:16:25","00:16:32","-104","-75"
Running,2022-12-14 06:54:11,false,"Santiago de Surco Running","4.03","240","00:23:16","153","170","180","187","5:47","4:49","17","31","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:07.7","5","NaN","--","--","--","00:23:15","00:23:16","135","170"
Running,2022-12-13 07:34:39,false,"Running","4.02","218","00:22:12","147","163","180","191","5:32","5:20","12","36","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.5","5","NaN","--","--","--","00:22:04","00:22:12","128","164"
Running,2022-12-09 06:45:50,false,"Santiago de Surco Running","4.25","247","00:24:58","149","168","179","187","5:52","5:16","13","29","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:19.4","5","NaN","--","--","--","00:24:52","00:24:58","157","182"
Running,2022-12-06 07:14:26,false,"Santiago de Surco Running","4.45","314","00:26:10","169","195","177","188","5:53","4:54","17","36","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:16.5","5","NaN","--","--","--","00:25:43","00:26:10","188","221"
Running,2022-12-05 07:05:07,false,"Santiago de Surco Running","3.75","210","00:22:03","142","162","178","193","5:53","4:44","12","32","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:03:57.8","4","NaN","--","--","--","00:22:03","00:22:03","174","199"
Running,2022-12-02 07:59:24,false,"Santiago de Surco Running","4.02","246","00:21:59","163","185","179","189","5:28","4:29","22","41","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.3","5","NaN","--","--","--","00:21:50","00:21:59","129","174"
Running,2022-11-30 07:52:07,false,"Santiago de Surco Running","3.14","175","00:18:19","143","160","177","187","5:50","4:44","13","20","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:40.7","4","NaN","--","--","--","00:18:11","00:18:19","192","207"
Running,2022-11-29 18:41:37,false,"Santiago de Surco Running","3.70","209","00:21:08","147","161","174","185","5:42","5:00","9","27","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:03:58.4","4","NaN","--","--","--","00:21:04","00:21:08","-166","172"
Running,2022-11-02 08:00:48,false,"Madrid Running","4.15","234","00:23:50","147","163","178","193","5:45","4:59","5","32","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:47.1","5","NaN","--","--","--","00:23:49","00:23:50","427","452"
Running,2022-11-01 07:41:06,false,"Madrid Running","5.04","314","00:29:37","158","171","178","187","5:52","5:09","2","27","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:12.6","6","NaN","--","--","--","00:29:34","00:29:37","418","443"
Running,2022-10-31 15:33:35,false,"Running","4.20","252","00:23:54","156","174","173","187","5:42","4:47","5","22","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:05.5","5","NaN","--","--","--","00:23:34","00:23:54","436","458"
Running,2022-10-11 12:25:22,false,"Santiago de Surco Running","3.03","159","00:16:00","146","164","177","183","5:17","4:23","19","19","1.07","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:06.8","4","NaN","--","--","--","00:15:52","00:16:00","-32","-6"
Running,2022-10-10 17:35:55,false,"Running","3.04","142","00:15:19","139","153","173","186","5:02","4:44","8","21","1.15","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:11.6","4","NaN","--","--","--","00:15:09","00:15:19","-34","-13"
Running,2022-09-23 15:23:36,false,"Running","3.04","160","00:15:55","147","166","179","189","5:14","4:38","19","29","1.07","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:11.6","4","NaN","--","--","--","00:15:54","00:15:55","-107","-76"
Running,2022-09-22 07:00:12,false,"Santiago de Surco Running","3.13","151","00:15:29","144","159","181","189","4:57","4:10","9","30","1.11","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:30.5","4","NaN","--","--","--","00:15:28","00:15:29","-84","-54"
Running,2022-09-21 12:42:35,false,"Santiago de Surco Running","3.02","159","00:16:11","146","163","174","185","5:22","4:26","11","26","1.07","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:03.9","4","NaN","--","--","--","00:16:01","00:16:11","-96","-69"
Running,2022-09-20 08:17:30,false,"Santiago de Surco Running","2.37","128","00:12:43","149","161","179","188","5:22","4:09","27","13","1.04","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:35.9","3","NaN","--","--","--","00:12:36","00:12:43","-147","-119"
Running,2022-09-19 13:32:00,false,"Santiago de Surco Running","2.39","130","00:13:13","147","163","167","188","5:32","4:18","9","15","1.08","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:42.7","3","NaN","--","--","--","00:13:13","00:13:13","-39","-25"
Running,2022-08-26 06:36:02,false,"Running","2.56","171","00:16:39","149","166","178","186","6:31","5:26","2","36","0.86","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:03:26.6","3","NaN","--","--","--","00:16:32","00:16:39","42","81"
Running,2022-07-30 09:38:03,false,"Asia Running","3.07","177","00:16:44","152","166","179","187","5:27","4:25","2","12","1.03","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:17.0","4","NaN","--","--","--","00:16:43","00:16:44","22","36"
Running,2022-07-29 07:36:11,false,"Running","3.52","191","00:19:19","144","163","181","207","5:29","3:48","--","20","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:58.4","4","NaN","--","--","--","00:19:13","00:19:19","33","53"
Running,2022-07-28 11:10:48,false,"Running","4.02","236","00:24:08","143","164","170","181","6:00","5:32","4","6","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:06.4","5","NaN","--","--","--","00:24:04","00:24:08","25","34"
Running,2022-07-24 08:29:07,false,"Santiago de Surco Running","3.04","193","00:17:30","161","171","177","185","5:45","5:23","11","30","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:11.6","4","NaN","--","--","--","00:17:29","00:17:30","115","142"
Running,2022-07-22 08:09:26,false,"Santiago de Surco Running","2.03","114","00:12:02","139","151","177","187","5:55","5:11","5","19","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:09.9","3","NaN","--","--","--","00:12:01","00:12:02","123","143"
Running,2022-07-20 08:00:31,false,"Santiago de Surco Running","4.51","251","00:24:08","151","169","181","191","5:21","4:46","6","35","1.04","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:41.1","5","NaN","--","--","--","00:24:03","00:24:08","111","158"
Indoor Running,2022-06-05 21:18:12,false,"Indoor Running","0.73","384","00:49:44","131","160","30","245","--","3:38","--","--","0.49","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:49:44","1","NaN","--","--","--","00:07:09","00:49:44","--","--"
Running,2022-06-04 09:59:18,false,"Santiago de Surco Running","7.35","487","00:41:48","164","186","172","185","5:42","4:39","43","53","1.03","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:36.4","8","NaN","--","--","--","00:40:12","00:41:48","96","143"
Running,2022-06-02 07:14:27,false,"Santiago de Surco Running","6.41","362","00:34:41","151","168","177","189","5:25","4:18","25","59","1.04","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:52.6","7","NaN","--","--","--","00:33:59","00:34:41","76","129"
Running,2022-06-01 07:20:44,false,"Santiago de Surco Running","6.04","334","00:33:28","147","169","178","187","5:32","4:26","14","45","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:18.3","7","NaN","--","--","--","00:33:21","00:33:28","87","126"
Running,2022-05-31 06:42:46,false,"Santiago de Surco Running","5.27","299","00:28:27","154","171","182","191","5:24","4:15","9","39","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:10.7","6","NaN","--","--","--","00:28:13","00:28:27","111","145"
Running,2022-05-28 06:53:02,false,"Santiago de Surco Running","5.14","269","00:27:36","144","162","181","187","5:22","4:29","8","41","1.03","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:34.2","6","NaN","--","--","--","00:27:25","00:27:36","69","109"
Indoor Running,2022-05-26 20:19:27,false,"Indoor Running","0.57","289","00:58:19","110","144","25","241","--","2:36","--","--","0.39","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:58:19","1","NaN","--","--","--","00:07:12","00:58:19","--","--"
Running,2022-05-25 07:05:16,false,"Santiago de Surco Running","4.31","250","00:23:48","155","168","179","187","5:31","5:01","10","42","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:31.6","5","NaN","--","--","--","00:23:43","00:23:48","126","168"
Running,2022-05-24 07:13:16,false,"Santiago de Surco Running","4.17","253","00:23:37","158","174","179","187","5:40","5:06","18","47","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:51.9","5","NaN","--","--","--","00:23:29","00:23:37","134","182"
Running,2022-05-23 16:33:18,false,"Santiago de Surco Running","5.02","296","00:28:52","150","166","178","185","5:45","5:01","23","38","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:07.1","6","NaN","--","--","--","00:28:52","00:28:52","170","200"
